reviewer,time,context,ranking,Chi nhánh,Sentiment,pre_context,tokens
Tony G,một tuần trước,"Tối qua tôi xem phim Gladiator 2 ở rạp ultra 4XD.
Hiệu ứng thật sự ấn tượng, ghế rung lắc dữ dội, nước phun tung tóe và gió thổi thẳng từ ghế. …",4,CGV Sư Vạn Hạnh,1,tối phim gladiator 2 rạp ultra 4xd hiệu ứng ấn tượng ghế rung lắc dội phun tung tóe gió thổi thẳng ghế,"['tối', 'phim', 'gladiator', '2', 'rạp', 'ultra', '4xd', 'hiệu_ứng', 'ấn_tượng', 'ghế', 'rung', 'lắc', 'dội', 'phun', 'tung', 'tóe', 'gió', 'thổi', 'thẳng', 'ghế']"
Ngocmy Leha,4 năm trước,"Rạp nay khá vắng, chắc do ngày thứ. Chất lượng âm thanh hình ảnh của CGV thì khỏi bàn cãi. Thêm được bắp rang cũng khá ngon, tuy nhiên giá vé hơi chát so với người làm công như mình.",4,CGV Pandora City,1,rạp vắng chất âm hình ảnh cgv bàn cãi bắp rang ngon nhiên giá vé hơi chát công,"['rạp', 'vắng', 'chất', 'âm', 'hình_ảnh', 'cgv', 'bàn_cãi', 'bắp', 'rang', 'ngon', 'nhiên', 'giá', 'vé', 'hơi', 'chát', 'công']"
Yutaka Kikawa,một năm trước,"Nó không khác mấy so với AEON của Nhật Bản.
Có rất nhiều món ăn Nhật Bản và các mặt hàng Top Value.
Ngoài ra còn có những khách thuê quen thuộc như Uniqlo, Marugame Seimen, Sukiya, …",4,CGV AEON Bình Tân,1,mấy aeon nhật món nhật mặt hàng top value thuê quen uniqlo marugame seimen sukiya,"['mấy', 'aeon', 'nhật', 'món', 'nhật', 'mặt_hàng', 'top', 'value', 'thuê', 'quen', 'uniqlo', 'marugame', 'seimen', 'sukiya']"
LiLa Đặng,một năm trước,Rạp không lớn lắm. Nằm trong CT trường Sơn giờ đổi tên thành Menas Mall. Thang máy đi không quen nên ai lần đầu đi sẽ dễ bị lạc. Nhân viên thân thiện. Chỗ ngồi cũng thoải mái. Săn giá rẻ mỗi thứ 2 cuối tháng khá ok.,4,CGV CT,1,rạp lắm nằm ct trường sơn đổi thành menas mall thang máy đi quen đầu đi lạc nhân viên thân thiện chỗ thoải mái săn giá rẻ 2 ok,"['rạp', 'lắm', 'nằm', 'ct', 'trường', 'sơn', 'đổi', 'thành', 'menas', 'mall', 'thang_máy', 'đi', 'quen', 'đầu', 'đi', 'lạc_nhân_viên', 'thân_thiện', 'chỗ', 'thoải_mái', 'săn', 'giá', 'rẻ', '2', 'ok']"
Cao Nhân Ngô Lê,5 năm trước,Chất lượng dịch vụ tốt nhưng đôi khi nó có thể trở nên khá đắt. Cũng đừng mua những thứ bạn cho vào miệng ở đây vì đó là một sự lừa đảo rất lớn.,4,CGV Pearl Plaza,0,chất dịch vụ đôi thể trở đắt đừng mua miệng lừa đảo,"['chất', 'dịch_vụ', 'đôi', 'thể', 'trở_đắt', 'đừng', 'mua', 'miệng', 'lừa_đảo']"
HoanCau Do,một năm trước,"Sảnh chờ đẹp có nhiều bàn nghế ngồi khi chờ tới phim, nước uống ngon, chỉ có phí gửi xe 2 bánh thì quá mắt so với nơi khác",4,CGV Liberty Citypoint,1,sảnh chờ đẹp bàn nghế chờ phim uống ngon phí gửi xe 2 bánh mắt,"['sảnh', 'chờ', 'đẹp', 'bàn', 'nghế', 'chờ', 'phim', 'uống', 'ngon', 'phí', 'gửi', 'xe', '2', 'bánh', 'mắt']"
Nam Truong Phuong,4 năm trước,"Nằm trong toà nhà lớn ngay giao lộ Lý Chính Thắng và Nam Kỳ Khởi Nghĩa. Lối vào bãi xe bên trái, phí gửi xe 10k.
Không gian khá rộng rãi thoáng mát.
Bắp không đc ngon cho lắm...",4,CGV Lý Chính Thắng,1,nằm giao lộ lý thắng nam kỳ khởi nghĩa lối bãi xe trái phí gửi xe 10k gian rộng rãi thoáng mát bắp đc ngon lắm,"['nằm', 'giao_lộ', 'lý', 'thắng', 'nam', 'kỳ', 'khởi_nghĩa', 'lối', 'bãi', 'xe', 'trái', 'phí', 'gửi', 'xe', '10k', 'gian', 'rộng_rãi', 'thoáng', 'mát', 'bắp', 'đc', 'ngon', 'lắm']"
Deemak,một năm trước,"Rạp chiếu phim đẹp và sạch sẽ, rất nhỏ nhưng không thành vấn đề. Hạng vàng có 10 chỗ rất đẹp nhưng có thể sử dụng nhiều loại hơn trong thực đơn.",4,CGV Liberty Citypoint,1,rạp chiếu phim đẹp sạch thành vấn đề hạng vàng 10 chỗ đẹp thể sử dụng thực đơn,"['rạp', 'chiếu_phim', 'đẹp', 'sạch', 'thành', 'vấn_đề', 'hạng', 'vàng', '10', 'chỗ', 'đẹp', 'thể', 'sử_dụng', 'thực_đơn']"
Tien PHAN,3 năm trước,"Rạp chiếu phim này rất hay nhưng nhỏ quá. Tuy nhiên, nó rất thuận tiện. Quý khách đi mua sắm, sau đó ăn uống và xem phim tại CGV. Trên thực tế, bạn có tất cả sự thư giãn ở đây. …",4,CGV Celadon,1,rạp chiếu phim nhiên thuận tiện quý đi mua sắm uống phim cgv thực tế tất thư giãn,"['rạp', 'chiếu_phim', 'nhiên', 'thuận_tiện', 'quý', 'đi', 'mua_sắm', 'uống', 'phim', 'cgv', 'thực_tế', 'tất', 'thư_giãn']"
Nghĩa Nguyễn Trung,4 năm trước,"Không gian mua sắm tốt, nhiều mặt hàng từ trung đến cao cấp. Nhiều sự lựa chọn cho nhu cầu mỗi người như xem phim, ăn uống, giải trí, shopping.",4,CGV Vincom Đồng Khởi,1,gian mua sắm mặt hàng trung lựa nhu cầu phim uống giải trí shopping,"['gian', 'mua_sắm', 'mặt_hàng', 'trung', 'lựa', 'nhu_cầu', 'phim', 'uống', 'giải_trí', 'shopping']"
Puku n.,7 năm trước,Tất cả các loại rạp (từ đại chúng đến cao cấp và siêu cao cấp) của chuỗi CGV đều có tại đây. Trang trí đẹp cũng có. Hạn chế duy nhất là về vị trí của nó. Nơi đây thường đông đúc và ùn tắc giao thông xảy ra mọi lúc,4,CGV Hoàng Văn Thụ,1,tất rạp đại siêu chuỗi cgv trang trí đẹp hạn chế vị trí đông đúc ùn tắc giao thông xảy,"['tất', 'rạp', 'đại', 'siêu', 'chuỗi', 'cgv', 'trang_trí', 'đẹp', 'hạn_chế', 'vị_trí', 'đông_đúc', 'ùn_tắc', 'giao_thông', 'xảy']"
Tran Mai Phong,8 năm trước,"Rạp chiếu phim chất lượng cao nhất TP.HCM. Cập nhật - nhiều loại phim. Cũng có sẵn công nghệ điện ảnh mới nhất như iMax, 4Dx, 3D... Good place",4,CGV Vivo City,1,rạp chiếu phim chất tp hcm cập nhật phim sẵn công nghệ điện ảnh imax 4dx 3d good place,"['rạp', 'chiếu_phim', 'chất', 'tp', 'hcm', 'cập_nhật', 'phim', 'sẵn', 'công_nghệ', 'điện_ảnh', 'imax', '4dx', '3d', 'good', 'place']"
Nguyen Hang,7 tháng trước,Mặc dù không quá lớn và sang trọng như nhiều nơi nhưng nó lại đáp ứng được tất cả nhu cầu và sản phẩm thiết yếu cho khách,4,CGV Satra Củ Chi,1,mặc trọng đáp ứng tất nhu cầu sản phẩm thiết yếu,"['mặc', 'trọng', 'đáp_ứng', 'tất', 'nhu_cầu', 'sản_phẩm', 'thiết_yếu']"
Nguyễn Tài,10 tháng trước,"Cgv thì ổn hết, nhân viên nhiệt tình, chỉ là không có thang máy hơi bất tiện, khu để xe hơi tối và không có bảng hướng dẫn chi tiết di chuyển.",4,CGV Lý Chính Thắng,1,cgv ổn nhân viên nhiệt tình thang máy hơi bất tiện khu xe hơi tối bảng hướng chi tiết di,"['cgv', 'ổn', 'nhân_viên', 'nhiệt_tình', 'thang_máy', 'hơi', 'bất_tiện', 'khu', 'xe_hơi', 'tối', 'bảng', 'hướng', 'chi_tiết_di']"
Huong Trinh,5 năm trước,"Đi ngày thường nên rạp khá vắng, rộng và sạch đẹp, duy có cái bồn rửa tay bị lấm lem đen k hiểu sao lại để vậy trong khi những thứ khác nhìn ngon lành. WC nằm chỗ khó nhìn thấy. …",4,CGV Hoàng Văn Thụ,1,đi rạp vắng rộng sạch đẹp bồn rửa lấm lem đen k ngon lành wc nằm chỗ,"['đi', 'rạp', 'vắng', 'rộng', 'sạch', 'đẹp', 'bồn', 'rửa', 'lấm_lem', 'đen', 'k', 'ngon_lành', 'wc', 'nằm', 'chỗ']"
Rachelle Tr.,5 năm trước,"Rạp này mình cũng hay đi, nhân viên dễ thương. Mình có ăn khoai Tây vs Hotdog vị được, giá tầm 39k-49k. Nhiều poster phim mới tha hồ chụp hình",4,CGV Vincom Gò vấp,1,rạp đi nhân viên thương khoai tây vs hotdog vị giá tầm 39k 49k poster phim tha hồ chụp hình,"['rạp', 'đi', 'nhân_viên', 'thương', 'khoai_tây', 'vs', 'hotdog', 'vị', 'giá', 'tầm', '39k', '49k', 'poster', 'phim', 'tha_hồ', 'chụp', 'hình']"
Tan Vinh Nguyen,7 năm trước,"Rạp nằm ở lầu trên cùng, lầu 10. Rạp đẹp, sang trọng, sạch sẽ. Phục vụ lịch sự. Nên thêm ghế ngồi cho khách đợi xem film.",4,CGV CT,1,rạp nằm lầu lầu 10 rạp đẹp trọng sạch phục vụ lịch ghế đợi film,"['rạp', 'nằm', 'lầu', 'lầu', '10', 'rạp', 'đẹp', 'trọng', 'sạch', 'phục_vụ', 'lịch', 'ghế', 'đợi', 'film']"
TV Pham,3 năm trước,"Điểm cộng:
Rạp đẹp, có Imax xem hình ảnh âm thanh sống động.
Điểm trừ: quảng cáo lâu. Rạp Imax có 2 cổng ra vào, nhưng nhân viên chỉ cho vào …",4,CGV Vincom Center Landmark,1,cộng rạp đẹp imax hình ảnh âm sống động trừ quảng cáo rạp imax 2 cổng nhân viên,"['cộng', 'rạp', 'đẹp', 'imax', 'hình_ảnh', 'âm', 'sống_động', 'trừ', 'quảng_cáo', 'rạp', 'imax', '2', 'cổng', 'nhân_viên']"
Viet Cuong Nguyen,một năm trước,Trung tâm mua sắm đang hoạt động trong thị trấn. Hạn chế duy nhất là điểm đón taxi hoặc dịch vụ gọi xe điện tử căng thẳng,4,CGV Sư Vạn Hạnh,1,trung tâm mua sắm hoạt động thị trấn hạn chế đón taxi dịch vụ gọi xe điện tử căng thẳng,"['trung_tâm', 'mua_sắm', 'hoạt_động', 'thị_trấn', 'hạn_chế', 'đón', 'taxi', 'dịch_vụ', 'gọi', 'xe', 'điện_tử', 'căng_thẳng']"
Lê Công Thành,5 năm trước,Rạp vắng khách tuy nhiên vệ sinh bên trong rạp chưa được sạch. Có thể đến xem không cần booking online trước vẫn có chỗ.,4,CGV Thảo Điền,1,rạp vắng nhiên vệ sinh rạp sạch thể booking online chỗ,"['rạp', 'vắng', 'nhiên', 'vệ_sinh', 'rạp', 'sạch', 'thể', 'booking', 'online', 'chỗ']"
Hồng Lê,3 năm trước,"Rạp cũng nhiều ấy, mà mỗi cái hơi nhỏ, nhân viên khá lỏng lẻo 🤔🤔 kiểu như ít nv ấy, hay do đợt dịch mới vậy ko biết. Decor phía trong đẹp nè, cũng hay qua đây xem. Gửi xe máy 9k. …",4,CGV Lý Chính Thắng,1,rạp hơi nhân viên lỏng lẻo kiểu nv đợt dịch ko decor đẹp nè gửi xe máy 9k,"['rạp', 'hơi', 'nhân_viên', 'lỏng_lẻo', 'kiểu', 'nv', 'đợt', 'dịch', 'ko', 'decor', 'đẹp', 'nè', 'gửi', 'xe_máy', '9k']"
Sang Nguyễn Thanh,4 tháng trước,"đi mua sắm thì tập trung mua sắm, nhma aeon cũng ko phải gọi là nhỏ, đi nhiều mỏi chân, mà ngồi bẹp xuống đất thì kì, phải lên ghế ngồi nhma thấy hơi ít ghế, những ngày đông người là mặc định đứng r ráng đi tiếp",4,CGV AEON Bình Tân,1,đi mua sắm tập trung mua sắm nhma aeon ko gọi đi mỏi chân bẹp đất kì ghế nhma hơi ghế đông mặc định đứng r ráng đi tiếp,"['đi', 'mua_sắm', 'tập_trung', 'mua_sắm', 'nhma', 'aeon', 'ko', 'gọi', 'đi', 'mỏi', 'chân', 'bẹp', 'đất', 'kì', 'ghế', 'nhma', 'hơi', 'ghế', 'đông', 'mặc_định', 'đứng', 'r', 'ráng', 'đi', 'tiếp']"
Nguyễn Hoa Mỹ,một tháng trước,"Ổn, nhưng hình như CGV Củ Chi update phim so với các khu vực khác hơi chậm hơn thì phải. Bộ phim ""Thiên Đường Quả Báo"" của Engfa và Jeff Satur mình rất thích và hầu như bắt đầu từ 1/11 đã có ở các cụm CGV khác nhưng khi mình check lịch trên …",4,CGV Satra Củ Chi,1,"ổn hình cgv củ chi update phim khu vực hơi chậm phim ""thiên đường báo"" engfa jeff satur hầu bắt đầu 1 11 cụm cgv check lịch","['ổn', 'hình', 'cgv', 'củ', 'chi', 'update', 'phim', 'khu_vực', 'hơi', 'chậm', 'phim', '""', 'thiên_đường', 'báo', '""', 'engfa', 'jeff', 'satur', 'hầu', 'bắt_đầu', '1', '11', 'cụm', 'cgv', 'check', 'lịch']"
Thủy Đặng,7 năm trước,"có nhiều các thương hiệu lớn starbucks, phúc long, gogi, KOI ... phía ngoài rất đẹp bên trong trang trí chưa bắt mắt lắm.",4,CGV Vivo City,1,thương hiệu starbucks phúc long gogi koi đẹp trang trí bắt mắt lắm,"['thương_hiệu', 'starbucks', 'phúc', 'long', 'gogi', 'koi', 'đẹp', 'trang_trí', 'bắt_mắt', 'lắm']"
Hien The,5 năm trước,"Sạch sẽ, thoáng mát, nằm ở bị trí dễ tìm. Tuy vô rạp vẫn có người để chuông, nói chuyện lớn tiếng nhưng ko bị nhắc nhở..",4,CGV Vincom Center Landmark,1,sạch thoáng mát nằm trí vô rạp chuông tiếng ko nhắc nhở,"['sạch', 'thoáng', 'mát', 'nằm', 'trí', 'vô', 'rạp', 'chuông', 'tiếng', 'ko', 'nhắc_nhở']"
An Nguyen MQ,6 năm trước,"Rộng rãi, tương đối rẻ hơn so với ở trung tâm. Được đề xuất cho những người sống gần đây. 50.000đ/vé sau 22h là siêu đẹp.",4,CGV Vivo City,1,rộng rãi tương đối rẻ trung tâm đề xuất sống 50 000đ vé 22h siêu đẹp,"['rộng_rãi', 'tương_đối', 'rẻ', 'trung_tâm', 'đề_xuất', 'sống', '50', '000đ', 'vé', '22h', 'siêu', 'đẹp']"
Quang Minh,3 năm trước,"Rạp chiếu phim rất rộng rãi, chỗ ngồi nhiều và rộng hơn những rạp khác.
Phòng chiếu mới, và thoải mái sạch sẽ.
Nhân viên rất nhiệt tình, tư vấn thoải mái, toàn trai xinh gái đẹp. …",4,CGV Sư Vạn Hạnh,1,rạp chiếu phim rộng rãi chỗ rộng rạp phòng chiếu thoải mái sạch nhân viên nhiệt tình tư vấn thoải mái toàn trai xinh gái đẹp,"['rạp', 'chiếu_phim', 'rộng_rãi', 'chỗ', 'rộng', 'rạp', 'phòng', 'chiếu', 'thoải_mái', 'sạch', 'nhân_viên', 'nhiệt_tình', 'tư_vấn', 'thoải_mái', 'toàn', 'trai', 'xinh', 'gái', 'đẹp']"
Kaze Lim,5 năm trước,"Yêu thích trang trí của nơi này. Đó là một rạp chiếu phim nhỏ và ấm cúng để đi chơi với bạn bè. Không quá đông đúc. Nhưng kết quả là số lượng chỗ ngồi có hạn. Mỗi rạp chiếu phim có lẽ chỉ có khoảng 22 chỗ ngồi. Vì vậy, đừng cho rằng bạn có …",4,CGV Liberty Citypoint,1,yêu trang trí rạp chiếu phim ấm cúng đi bè đông đúc kết chỗ hạn rạp chiếu phim lẽ 22 chỗ đừng,"['yêu', 'trang_trí', 'rạp', 'chiếu_phim', 'ấm_cúng', 'đi', 'bè', 'đông_đúc_kết', 'chỗ', 'hạn', 'rạp', 'chiếu_phim', 'lẽ', '22', 'chỗ', 'đừng']"
Osheldor,6 năm trước,Rạp chiếu phim đẹp và hiện đại. 4dx cũng thú vị. Hạn chế duy nhất là nhà vệ sinh nhỏ và thang cuốn chỉ chạy lên nên thang máy xuống bị tắc sau khi xem phim. Sẽ đi một lần nữa.,4,CGV Hoàng Văn Thụ,1,rạp chiếu phim đẹp hiện đại 4dx thú vị hạn chế vệ sinh thang chạy thang máy tắc phim đi,"['rạp', 'chiếu_phim', 'đẹp', 'hiện_đại', '4dx', 'thú_vị', 'hạn_chế', 'vệ_sinh', 'thang', 'chạy', 'thang_máy', 'tắc', 'phim', 'đi']"
Lê Phượng,3 năm trước,Rạp đẹp. Rạp phim ra vô tư do ko có ng soát vé vào rạp. Sạch nhưng đi thang cuốn 4 lần mới lên tới. Gửi xe siêu đắt 9k/xe tay gas gửi 2 tiếng.,4,CGV Lý Chính Thắng,1,rạp đẹp rạp phim vô tư ko ng soát vé rạp sạch đi thang 4 gửi xe siêu đắt 9k xe gas gửi 2 tiếng,"['rạp', 'đẹp', 'rạp', 'phim', 'vô_tư', 'ko', 'ng', 'soát', 'vé', 'rạp', 'sạch', 'đi', 'thang', '4', 'gửi', 'xe', 'siêu', 'đắt', '9k', 'xe', 'gas', 'gửi', '2', 'tiếng']"
Nguyễn Ngọc Chánh (Cory),một năm trước,"Rạp chất lượng ổn, trung tâm thương mại nhỏ không quá đông.
Bãi xe ram dốc hơi dốc và chất lượng bãi xe dưới hầm hơi xuống cấp, cần cải thiện.",4,CGV Vincom Thủ Đức,1,rạp chất ổn trung tâm thương mại đông bãi xe ram dốc hơi dốc chất bãi xe hầm hơi cải thiện,"['rạp', 'chất', 'ổn', 'trung_tâm', 'thương_mại', 'đông', 'bãi', 'xe', 'ram', 'dốc', 'hơi', 'dốc', 'chất', 'bãi', 'xe', 'hầm', 'hơi', 'cải_thiện']"
Tan Le,5 năm trước,Trung tâm mua sắm lớn với bãi đậu xe miễn phí. Tuy nhiên cách họ tổ chức lối vào là một điểm trừ đối với tôi. Có ngày họ cho phép đi vào cổng đó và có ngày thì không. Thật khó hiểu.,4,CGV AEON Bình Tân,1,trung tâm mua sắm bãi đậu xe miễn phí nhiên tổ chức lối trừ đối phép đi cổng,"['trung_tâm', 'mua_sắm', 'bãi', 'đậu', 'xe', 'miễn_phí', 'nhiên', 'tổ_chức', 'lối', 'trừ', 'đối_phép', 'đi', 'cổng']"
Hang Bui,một năm trước,"Mình đi xem ở rạp số 6. Rạp khá nhỏ, được cái là ghế có thể ngồi dựa ra sau thoải mái.
Rạp siêu nóng, dường như hệ thống máy lạnh có vấn đề....",4,CGV Vincom Đồng Khởi,1,đi rạp 6 rạp ghế thể dựa thoải mái rạp siêu nóng dường hệ thống máy lạnh vấn đề,"['đi', 'rạp', '6', 'rạp', 'ghế', 'thể', 'dựa', 'thoải_mái', 'rạp', 'siêu', 'nóng', 'dường', 'hệ_thống', 'máy_lạnh', 'vấn_đề']"
Minh Đức Phạm,6 năm trước,"Chất lượng rạp bình thường, so với các CGV khác thì ko có gì đặc biệt hơn, nếu không nói là nhỏ hơn. Được cái nhân viên ở đây thì xinh trai đẹp gái, vote bạn nam thu ngân ca tối.",4,CGV Saigonres Nguyễn Xí,1,chất rạp bình cgv ko đặc biệt nhân viên xinh trai đẹp gái vote nam thu ngân ca tối,"['chất', 'rạp', 'bình', 'cgv', 'ko', 'đặc_biệt', 'nhân_viên', 'xinh', 'trai', 'đẹp', 'gái', 'vote', 'nam', 'thu_ngân', 'ca', 'tối']"
OU PowtoonFood,5 năm trước,"Dịch vụ tuyệt vời, nhân viên tốt. Nếu bạn là thành viên và dưới 22 tuổi, bạn có thể được giảm giá mỗi khi mua vé xem phim. Hơn nữa, phim CGV phục vụ bỏng ngô ngon nhất thành phố.",4,CGV Vincom Đồng Khởi,1,dịch vụ tuyệt vời nhân viên thành viên 22 thể giá mua vé phim phim cgv phục vụ bỏng ngô ngon thành phố,"['dịch_vụ', 'tuyệt_vời', 'nhân_viên', 'thành_viên', '22', 'thể', 'giá', 'mua', 'vé', 'phim', 'phim', 'cgv', 'phục_vụ', 'bỏng', 'ngô', 'ngon', 'thành_phố']"
Phong Ho,7 năm trước,"Đến đây bằng Samsung Galaxy Gift, chỉ 40k/vé. Rộng rãi hơn Galaxy một chút nhưng không quá ấn tượng. Có nhà vệ sinh bên trong nên không cần sử dụng nhà vệ sinh của tòa nhà (điều này đôi khi rất tệ vào sáng sớm)",4,CGV Pandora City,1,samsung galaxy gift 40k vé rộng rãi galaxy chút ấn tượng vệ sinh sử dụng vệ sinh tòa đôi tệ,"['samsung', 'galaxy', 'gift', '40k', 'vé', 'rộng_rãi', 'galaxy', 'chút', 'ấn_tượng', 'vệ_sinh', 'sử_dụng', 'vệ_sinh', 'tòa', 'đôi', 'tệ']"
