reviewer,time,context,ranking,Chi nhánh,Sentiment
Hai Vu,5 năm trước,"Trải nghiệm chán nhất so với các hệ thống khác của CGV. Khu vực lobby nhỏ, kiến trúc cũ... mọi thứ khác OK.",4,CGV CT,1
Tung Mai,5 năm trước,"Thảo Điền Pearl là khu căn hộ cao cấp. Cuộc sống cư dân ở đây được đảm bảo khả tốt về các mặt : an toàn, vệ sinh, tiện ích... nhưng bãi đỗ xe chờ hơi chật",4,CGV Thảo Điền,1
Hoang Nguyen,một năm trước,Mọi thứ okay... chỉ trừ đang xem phim thì cứ có con ruồi bay bay trong rạp..manager mà đọc được comment này thì xem lại khâu diệt côn trùng trong rạp nha.,4,CGV Giga Mall Thủ Đức,1
Inside Touch,8 năm trước,"Đây gần như là rạp chiếu phim tư nhân, dịch vụ sang trọng nhưng thứ duy nhất ở đây là nhân viên. Họ dường như không có nhiều năng lượng.",4,CGV Liberty Citypoint,1
Bich Van Vo,3 năm trước,"Đang xem phim tự nhiên báo cháy mọi người bỏ hết ra ngoài gặp nhân viên soát vé, bạn này mới nói chỉ là diễn tập chứ không cháy!",4,CGV Vincom Gò vấp,1
Joyce Ta,4 năm trước,"Những chiếc ghế trong rạp chiếu phim CGV này thật kỳ lạ. Chúng rất dễ di chuyển về phía sau và không vững chắc nên sau hơn 90 phút xem phim tối thiểu, cổ và vai tôi mỏi mệt. Giá vé ở đây cũng cao hơn 5000đ so với các rạp CGV khác.",4,CGV Vincom Đồng Khởi,1
Shiloh Nelson,5 năm trước,"Xem Aquaman ở định dạng 4DX 3D. Nó khá điên rồ. Những chiếc ghế ném bạn lung tung, gió thổi trong rạp chiếu phim, bạn bị xịt nước. Đó là một trải nghiệm thú vị, nhưng không phải là điều mà tôi nghĩ mình muốn ở hầu hết các bộ phim.",4,CGV Hoàng Văn Thụ,1
Quỳnh Hương Lê Phạm,4 tháng trước,"Mình ở ngay chung cư gần đó nên hay sang đây xem suất chiếu muộn, rạp rộng và không quá đông đúc. Bất tiện duy nhất là sau 22h sẽ phải đi xuống bằng thang máy xuống hầm và đi ngược lên vì giờ này trung tâm thương mại đã đóng cửa. …",4,CGV Saigonres Nguyễn Xí,1
Duy Vu,6 năm trước,"Phim khá hay. Tuy nhiên giá cao hơn nhiều so với nơi khác. Ngoài ra, tôi khuyên bạn nên mặc áo sơ mi dài tay và quần dài hoặc quần áo che đầu gối. Bởi vì máy điều hòa ở đây khá mạnh và bạn sẽ cảm thấy ớn lạnh nếu không có thứ tôi khuyên dùng.",4,CGV Vivo City,1
Hậu Trần Thiện,một năm trước,"Rộng rãi, nhiều phòng chiếu, âm thanh chất lượng hình ảnh thì ko cần bàn nhiều. Nhân viên cũng lịch sự nữa.",4,CGV Sư Vạn Hạnh,1
김양환 (Mike Kim),một năm trước,"CGV nằm ở tầng hầm đầu tiên của Vincom Center Landmark 81, còn có rạp IMAX.
Vé 2D thông thường có giá khoảng 135.000 đồng/người. Thuận tiện vì có nhiều khu ẩm thực khác nhau trên cùng một tầng, nhưng vì là cuối tuần nên không có đủ chỗ đậu xe máy.",4,CGV Vincom Center Landmark,1
Cuong CAD,5 năm trước,"Nơi đây rộng lớn tương tự như Aeon, có đủ tất cả các dịch vụ mà bạn cần, từ vui chơi, giải trí, ăn uống, xem phim...đồ nghề và thiết bị dành cho nam giới khá phong phú.",4,CGV Giga Mall Thủ Đức,1
Van Nguyen,6 năm trước,"Cụm rạp chiếu phim chất lượng. Nhiều rạp chiếu phim chiếu những bộ phim mới nhất, cả tiếng Anh và tiếng Việt",4,CGV Celadon,1
Duy Vương,5 năm trước,"Rất đẹp, sang chảnh mà giá cả hợp lý, nhưng khi đông đúc lại chưa xử lý đc nhiều lỗi nhỏ hiện hữu, cần khắc phục 1 chút xíu nữa",4,CGV Vincom Center Landmark,1
Anh Trâm Lê thị,2 năm trước,"Rạp nhỏ, không gian ko được thoáng đãng cho lắm, âm thanh tốt, chỗ ngồi tầm nhìn ok ko bị che mắt tầm nhìn. Lúc vô gửi xe là bác gái lúc về là bác trai đều mặc đồ thường thiệt hại giá gửi 7k - khá đắt.",4,CGV CT,1
Tuoc Dao,7 năm trước,Trung tâm mua sắm rất sạch sẽ và đẹp. Tuyệt vời để tận hưởng các cửa hàng và nhà cung cấp thực phẩm / đồ uống,4,CGV AEON Bình Tân,1
Cong Thanh Nguyen,5 năm trước,"Địa điểm tốt, không hợp cho những buổi tổ chức liên hoan, sự kiện đông người, không có chỗ đỗ xe ôtô, các món ăn chế biến chưa hợp khẩu vị đa số thực khách.",4,CGV Liberty Citypoint,1
Chu Thy Nguyễn,6 năm trước,Rạp nhỏ. Phòng chiếu với số lượng ghế ít. Ngồi thoải mái. Trải nghiệm tuyệt vời. Mới coi Bohemian Rhapsody hôm qua. Quá phê. Xung quanh toàn mấy bạn tây :)),4,CGV Liberty Citypoint,1
Long Tran,5 năm trước,"Rạp chiếu phim này nằm trong khách sạn Liberty nên đừng mong đợi nó sẽ lớn như những chi nhánh khác. Chỉ là một rạp chiếu phim nhỏ, ấm cúng, không có nhiều chỗ ngồi và trà sữa của họ bị đánh giá thấp.",4,CGV Liberty Citypoint,1
Bùi Trung,3 tháng trước,"RẠP CHIẾU PHIM VẮNG VẺ
- Không gian vô cùng vắng vẻ, rạp rộng rãi và thoáng.
- Âm thanh và hình ảnh khá là ok. Điểm trừ là được trải nghiệm xem phim bóng …",4,CGV Hoàng Văn Thụ,1
Yến Ngọc,6 năm trước,Yến đã đến trải nghiệm 4DX của Cgv. Mọi thứ đều ổn. Tuy nhiên ko có bản chỉ dẫn nhiều gây khó khăn cho người mới vô. Hôm nay xem 4DX giá 270k. Hơi tiếc vì giá hơi cao.,4,CGV Hoàng Văn Thụ,1
Njcolee Nguyen,7 năm trước,"Không gian tuy không rộng nhưng thoáng, tạo cảm giác thoải mái, dễ chịu.

Khung giờ chiếu đa dạng phong phú, thích hợp cho mọi sự lựa chọn của khách hàng. …",4,CGV Vincom Gò vấp,1
Tân Nguyễn,8 năm trước,Khu vực vui chơi giải trí mới được hình thành của Sài gòn Quận 7. Nếu bạn có con thì đây là khu vực đáp ứng được nhu cầu giải trí của cả gia đình bạn vào cuối tuần đấy,4,CGV Vivo City,1
Phạm Ny,7 năm trước,"Rạp hiện đại, giá vé cũng k rẻ
Sảnh chờ rộng, rạp nằm trong khu mua sắm, ăn uống... nên rất tiện.
Gửi xe dưới hầm hơi cực 1 tẹo",4,CGV Pandora City,1
Evita Nguyen,5 năm trước,"Gửi xe Ok lắm. Nhiều hiệu lớn, đồ ăn ngon
Các bạn lưu ý gửi xe oto dưới tầng hầm đi xem phim về sau 10pm phải giữ lại cuống vé xem phim nha, ko sẽ bị tính thêm 120k phí giữ xe qua đêm đó.",4,CGV Vincom Đồng Khởi,1
Thư Minh,7 năm trước,"Rạp cgv ở vivo cực sang, những phòng imax và gold class siêu đẹp, mát mẻ, thơm và nhân viên rất chuyên nghiệp. Phòng chiếu mới và luôn có mùi dễ chịu. Tuy nhiên ở đây phim hơi ít suất chiếu nên rất ít khi mình coi được phim ở đây",4,CGV Vivo City,1
Spring RIVER Nguyen,7 năm trước,"Rạp chiếu phim của CGV, nhân viên phục vụ tốt, âm thanh đạt tiêu chuẩn, nhà vệ sinh sạch, có 3 thang máy, gởi xe máy tận tầng hầm B2, ko có nhân viên sắp xe, có khi hết chỗ để xe, giá giữ xe 5000 vnd.",4,CGV Liberty Citypoint,1
Trần Gia Huy,4 năm trước,"Sau 2 năm xây dựng hoàn chỉnh để khai trương vào tháng 4/2015, Trung tâm mua sắm & giải trí SC VivoCity của Tập đoàn đa tiện ích Mapletree nổi tiếng Singapore liên doanh với Sàigòn CoOpXtra khởi sự xâm nhập vào thị trường VN, góp phần làm …",4,CGV Vivo City,1
Tan Le Thanh,3 tháng trước,Mọi thứ đều ổn về giá cả và dịch vụ cũng như phòng chiếu phim. Nhưng nhà vệ sinh vẫn không được sạch sẻ và có mùi hôi. Cần khắc phục lại điểm này để có dịch vụ tốt hơn.,4,CGV Hùng Vương Plaza,0
Huan Hoang,11 năm trước,Chất lượng nhân viên tốt. Khá rạp chiếu phim trong một số thời gian chiếu cụ thể. Không phải xếp hàng mua vé.,4,CGV Pandora City,1
kuso0630,2 năm trước,"Nó rất giống với thế giới E-DA ở Đài Loan. Xin lỗi, tôi là người Đài Loan.
Dân cư đông nhưng đi mua sắm khá dễ dàng. Ở đây bán đủ mọi thứ, kể cả ô tô, nhà cửa, đồ điện máy. Ngoài ra còn có siêu thị như Carrefour và một trung tâm mua …",4,CGV Giga Mall Thủ Đức,1
Toan To,4 năm trước,"CGV xem phim thì phòng cine&suite thì ko có gì chê, uổng cái hôm qua ăn bắp rang vị dâu mới nên trải nghiệm ko trọn vẹn, bắp ăn vị mùi vị hơi nặng và có vị đắng nhiều.",4,CGV Vivo City,0
주현통신(마늘이조아),một năm trước,"Tại một trong những trung tâm mua sắm ở Hồ Chí Minh, màn biểu diễn violin rất ấn tượng và còn có trải nghiệm VR. Điều khiến tôi thực sự ngạc nhiên là trong khu vực nhà hàng có một nhà hàng Hàn Quốc.",4,CGV AEON Bình Tân,1
Lê Hoàng,6 năm trước,Mũ bảo hiểm bị mất ở đây,5,CGV Pearl Plaza,1
Mèo Tiểu Thư,9 năm trước,"CGV Pandora rất thoáng mát, rộng rãi. Phòng chiếu phim chất lượng màn hình cao, mát mẻ, thoải mái. Nhân viên phục vụ rất tận tình. Nói chung là đỉnh nên cho 5*. Cố gắng phát huy nhé.",5,CGV Pandora City,1
Hanh Nguyen Hieu,6 năm trước,Yêu Cinima...…rất gần nhà tôi.,5,CGV Vivo City,1
Joachim Thoms,9 tháng trước,Trải nghiệm mua sắm thực sự tốt,5,CGV Vincom Đồng Khởi,1
Hữu Nam Nguyễn,3 năm trước,Gặp gỡ bạn bè và uống cà phê,5,CGV Giga Mall Thủ Đức,1
Lan Nguyen,5 năm trước,Mua sắm đẹp và ẩm thực đa dạng,5,CGV Sư Vạn Hạnh,1
Vitthal Awate,5 năm trước,Rạp chiếu phim tốt để xem phim.,5,CGV Vivo City,1
Phương Uyên,4 tháng trước,"Mấy bạn nhân viên dễ thương mà nhiệt tình dữ lắm tr oi, thấy lúc nào cũng cười với khách luôn á. Bắp nước thì phải công nhận là ngon nha, đậm vị với giòn lắm. Nên đi xem rạp này nha mnnnn",5,CGV Giga Mall Thủ Đức,1
Hiếu Đoàn Lê Công,7 tháng trước,Mấy bạn nhân viên dễ thương nha,5,CGV Vincom Thủ Đức,1
Hiền Bùi,một năm trước,"Nhân viên vui vẻ, nhiệt tình",5,CGV Vincom Gò vấp,1
Chân Chân,4 năm trước,Vắng vẻ không lo hết ghế.,5,CGV Satra Củ Chi,1
Thy Thy Trần,một năm trước,"Trung tâm nhộn nhịp lắm, bán khá nhiều và đầy đủ đồ các thể loại, khu foodcourt bán cũng ngon, mua ly nước bán quá trời nhiều, giá ổn không quá mắc, khu trò chơi vr thì chơi hơi chóng mặt",5,CGV Giga Mall Thủ Đức,1
Ngoc Anh,một năm trước,"Có nhiều rạp trong cụm này, tổng cộng 7 rạp.
Nằm trên tầng 5 của Trung tâm Thương mại Pearl Plaza nên có chỗ đậu xe thoải mái, phí gửi xe ở đây hơi mắc hơn so với các chỗ khác một chút. …",5,CGV Pearl Plaza,1
hoang nghia dang,4 năm trước,Dịch vụ tốt và chuyên nghiệp,5,CGV Vincom Đồng Khởi,1
Phúc Nguyễn,8 năm trước,Rạp chiếu phim hay nhất Sài Gòn,5,CGV Pandora City,1
Huongquynh Duongthao,2 năm trước,Có khu vui chơi dành trẻ em,5,CGV Vincom Gò vấp,1
Tri Dang,5 năm trước,"Các con tôi rất thích nơi này. Dễ dàng truy cập. Bạn có thể thưởng thức đồ ăn, giải trí, mua sắm, v.v. ở đó. Tuy nhiên, việc đỗ xe không hề dễ dàng khi bạn đến đây vào dịp lễ hoặc cuối tuần. …",5,CGV AEON Bình Tân,0
Duc Anh Tran,3 tháng trước,Dịch vụ hay và chất lượng ạ,5,CGV Giga Mall Thủ Đức,1
Trần Tấn Toản,4 năm trước,Nơi mua sắm và xem phim khá tốt,5,CGV Satra Củ Chi,1
SELFIE ROAD,11 tháng trước,rạp chiếu phim đẹp cho cặp đôi,5,CGV Celadon,1
Trọng Tài Lê,6 năm trước,Nó thực sự tốt để giải trí.,5,CGV Pandora City,1
Thanh Tran,2 tháng trước,"Ok
Rộng mát thoải mái ms",5,CGV AEON Bình Tân,1
Huy Nguyen Van,6 năm trước,Nơi tuyệt vời để xem phim mới!,5,CGV Vincom Thủ Đức,1
Tim Lowe,6 năm trước,Khu vui chơi trẻ em tuyệt vời.,5,CGV CT,1
Sonnyson,2 năm trước,Trung tâm mua sắm thú vị với đồ ăn ngon và một số cửa hàng đẹp cũng như cửa hàng địa phương. Có một số cửa hàng thương hiệu Nhật Bản tốt. Khu ẩm thực và all có rất nhiều món ăn ngon.,5,CGV AEON Bình Tân,1
Huy Nguyễn,6 tháng trước,"Dịch vụ tốt, ghế sạch sẽ.",5,CGV Vincom Đồng Khởi,1
Bandar Abdullah,6 năm trước,Rất đông người vào cuối tuần,5,CGV Pandora City,1
Toàn Vlog,5 ngày trước,"Nằm ở tầng 6 Vạn Hạnh Mall, kế bên Dairy Queen và The Pizza Company, gần thang máy nên di chuyển khá thuận tiện.
Giá vé ở CGV chưa bao giờ là rẻ nếu so với các cụm rạp khác. Đổi lại, không …",5,CGV Sư Vạn Hạnh,1
Khuong Nguyen,6 năm trước,Nơi tốt để thưởng thức phim.,5,CGV Vincom Center Landmark,1
Hoài Thương,2 tháng trước,"Ổn, nhân viên nhiệt tình",5,CGV Vincom Center Landmark,1
Dax Lounge Map (Dax Lounge),5 năm trước,Nơi tuyệt vời cho bộ phim,5,CGV Hoàng Văn Thụ,1
RED SON,5 năm trước,Có một màn hình IMAX lớn nhất.,5,CGV Vincom Center Landmark,1
潘金海,một năm trước,Vui vẻ! Rất nhiều chỗ đậu xe,5,CGV AEON Bình Tân,1
Kent Wong,6 năm trước,Địa điểm chiếu phim mới đẹp.,5,CGV Hoàng Văn Thụ,1
khanh tran,5 năm trước,-Trải nghiệm phim ảnh tối,5,CGV Vincom Gò vấp,1
Vin Tri Nguyen,5 năm trước,"Chuyên đi coi ở đây. Có những đợt giá vé đây chỉ có 55k
Ở ngay tầng 5 ăn uống đủ món nên khá thích chỗ này.
Một địa điểm hot sẽ gắn liền với nhiều thứ. Thấy chỗ này ok nhất trong các cgv",5,CGV CT,1
Quang Van Pham,6 năm trước,Một rạp chiếu phim tốt để đi,5,CGV Pearl Plaza,1
Thu Ngan Ng,3 tháng trước,"Cuối tuần sau chuyến công tác Bắc tiến thì mình mới có xíu xiu thời gian dẫn cả gia đình đi chơi. Giga Mall là một Mega Mall với rất nhiều quán ăn, khu vui chơi, shopping sầm uất. …",5,CGV Giga Mall Thủ Đức,1
max patel,3 năm trước,Thay đổi tốt các sản phẩm,5,CGV Giga Mall Thủ Đức,1
Tien Dat Nguyen,7 tháng trước,"Giá rẻ, đa dạng hàng hóa",5,CGV Pandora City,1
Hoàng Dũng (Walker),6 năm trước,Tôi thích nơi này rất nhiều.,5,CGV Pandora City,1
Bảo Phạm,một năm trước,"Từ khi AEON sửa chữa đến giờ nhận thấy CGV đã được trang trí sang trọng, đẹp và rộng rãi hơn. Quầy mua vé và quầy mua bắp nước mở rộng hơn, thoải mái. Rạp ngồi vẫn êm, máy lạnh vẫn rét. …",5,CGV Celadon,1
Prakash Chandra (C P),6 năm trước,"Nơi tốt để xem phim. Ban đầu tôi tự hỏi liệu bộ phim có bằng ngôn ngữ địa phương hay không, nhưng may mắn thay, nó có tiếng Anh và phụ đề tiếng Việt. Hội trường tốt và được bảo trì tốt. …",5,CGV Vivo City,1
Hà Đô,5 năm trước,"- Giá rẻ phù hợp với đại đa số người dân
- Vị trí tốt dễ dàng tìm kiếm, có chỗ để xe.
- Có bán cà phê, thức ăn, siêu thị, khu vui chơi giải trí giá bình dân.
- Có thang máy lên xuống 2 chiều.",5,CGV Pandora City,1
Robert Nguyen,3 năm trước,Nơi tốt để ghé thăm ❤❤💖💖❣❣ …,5,CGV Giga Mall Thủ Đức,1
Bảo Quốc Hồ,10 tháng trước,"Đó giờ xem gold class ở Đồng Khởi nhưng mình nhận định dịch vụ premiun ở landmark này tốt hơn nhiều.
Staff đưa đầy đủ quyền lợi, staff take care quầy bar liên tục. Nhấn chuông có …",5,CGV Vincom Center Landmark,1
